Título;Preço;Taxa de Condomínio;IPTU;Área;Banheiros;Vagas na Garagem;Detalhes do Imóvel;Detalhes do Condominio;CEP;Município;Bairro;Logradouro;Quartos
Apartamento para venda tem 98 metros quadrados com 3 quartos em Lagoa Nova - Natal - RN;350000;860;1970;98;2;2;Varanda, Área de serviço, Churrasqueira, Piscina, Armários na cozinha;Piscina, Portaria, Permitido animais, Condomínio fechado, Salão de festas, Elevador;59062440;Natal;Lagoa Nova;Rua Demócrito de Souza Paiva;3
Apartamento no Tirol, 70m², 2Quartos 1Suite;248000;630;0;70;2;empty;empty;Segurança 24h;59022020;Natal;Tirol;Avenida Governador Juvenal Lamartine;2
Apto com 2 Quartos, sendo 1 suíte à venda por R$ 260.000 - Lagoa Nova - Natal/RN;260000;350;0;80;2;1;empty;empty;59054500;Natal;Lagoa Nova;Rua Jaguarari - de 1765/1766 a 2081/2082;2
Apartamento para venda possui 116 metros quadrados com 3 quartos em Tirol - Natal - RN;300000;480;1800;116;3;1;Varanda;Permitido animais, Elevador, Portaria, Condomínio fechado;59022020;Natal;Tirol;Avenida Governador Juvenal Lamartine;3
Apartamento a venda em ponta negra - 2 quartos sendo um suíte;319999;696;1674;53;2;1;Churrasqueira, Armários na cozinha, Ar condicionado, Academia, Armários embutidos, Mobiliado, Piscina;Academia, Permitido animais, Piscina, Condomínio fechado, Elevador, Portaria, Salão de festas;59090180;Natal;Ponta Negra;Rua Vereador Manoel Sátiro;2
NATAL - Apartamento Padrão - Lagoa Nova;890000;1200;0;256;5 ou mais;3;Área de serviço, Ar condicionado;Salão de festas;59056300;Natal;Lagoa Nova;Avenida Rui Barbosa;5 ou mais
NATAL - Apartamento Padrão - Lagoa Nova;400000;1000;0;95;3;2;Ar condicionado, Área de serviço, Piscina;Piscina;59054735;Natal;Lagoa Nova;Avenida Antônio Basílio - de 2268 a 2840 - lado par;3
Apartamento com suíte em Lagoa Nova, pronto para morar.;279990;390;1800;54;2;1;Área de serviço, Piscina, Churrasqueira;Piscina, Elevador;59054977;Natal;Lagoa Nova;Rua dos Tororós;2
Apartamento pronto para morar em Petrópolis;300000;462;1400;61;2;1;Área de serviço, Ar condicionado, Varanda, Churrasqueira, Piscina;Elevador, Piscina, Condomínio fechado;59012140;Natal;Rocas;Rua Ferro Cardoso;2
Apartamento para venda Les Amis, 61m², com 2 quartos em Lagoa Nova - Natal - RN;424000;0;0;61;1;1;Área de serviço, Varanda, Academia, Churrasqueira;Condomínio fechado, Elevador, Salão de festas, Academia;59062470;Natal;Lagoa Nova;Rua José Claudino Leite;2
Apartamento Residencial à venda, Ponta Negra, Natal - AP0048.;330000;518;0;58;1;1;empty;Condomínio fechado;59090450;Natal;Ponta Negra;Rua Poeta Jorge Fernandes;2
Cobertura duplex para venda possui 505 metros quadrados com 4 quartos em Tirol - Natal - R;1800000;1800;5991;505;5 ou mais;3;Piscina, Armários na cozinha, Churrasqueira, Academia, Área de serviço, Armários embutidos;Salão de festas, Permitido animais, Academia, Portaria, Elevador, Piscina, Condomínio fechado;59020110;Natal;Tirol;Rua Açu;4
Apartamento à venda com 190 m2, 04 quartos sendo 01 suíte - Petrópolis/Natal/RN;518900;880;3860;190;2;2;Churrasqueira, Piscina;Salão de festas, Segurança 24h, Piscina, Elevador;59012300;Natal;Petrópolis;Avenida Nilo Peçanha;4
Condomínio Mirante João Olímpio Filho;2300000;0;0;335;5 ou mais;4;Academia, Churrasqueira, Piscina;Salão de festas, Piscina, Permitido animais, Condomínio fechado, Academia, Portaria, Elevador;59012420;Natal;Ribeira;Rua Sachet;4
Apartamento com 3 dormitórios à venda, 129 m² por R$ 365.000 - Petrópolis - Natal/RN;365000;0;1025;129;3;2;Área de serviço;Elevador;59012340;Natal;Petrópolis;Rua Joaquim Fabrício;3
Apartamento com 2 dormitórios à venda, 59 m² por R$ 210.000,00 - Nova Descoberta - Natal/R;210000;422;0;59;1;1;Área de serviço, Ar condicionado;Elevador, Condomínio fechado;59056500;Natal;Nova Descoberta;Avenida Antônio Basílio - de 4084 ao fim - lado par;2
Apartamento à vendaTirolNatal160,003 quartos;560000;1300;0;160;3;2;empty;empty;59015310;Natal;Tirol;Rua Doutor Carlos Passos;3
Venha morar em um excelente apartamento de 240 m²,  no bairro Nobre de Petrópolis;650000;1800;0;240;5 ou mais;2;empty;Portaria, Permitido animais, Condomínio fechado;59012340;Natal;Petrópolis;Rua Joaquim Fabrício;4
Apartamento para venda tem 210 metros quadrados com 4 quartos, sendo 3 suítes.;685000;0;0;210;5 ou mais;3;Varanda, Mobiliado, Piscina, Ar condicionado, Churrasqueira, Academia;Permitido animais, Salão de festas, Condomínio fechado, Piscina, Academia, Elevador;59022405;Natal;Barro Vermelho;Rua Epitácio Andrade;4
Apartamento com 3 quartos para venda em Lagoa Nova.;230000;550;1150;80;2;2;Churrasqueira, Piscina;Permitido animais, Portaria, Piscina, Condomínio fechado, Salão de festas;59076200;Natal;Lagoa Nova;Rua Água Marinha;3
Vendo apartamento no corais de ponta negra;450000;1;1200;96;2;2;Academia, Churrasqueira;Condomínio fechado, Portaria, Academia;59094010;Natal;Ponta Negra;Avenida Praia de Genipabu - lado ímpar;3
Ótima Moradia em Capim Macio;270000;520;0;63;1;0;empty;empty;59082210;Natal;Capim Macio;Rua José Mauro de Vasconcelos;2
Apartamento para venda com 40 metros quadrados com 1 quarto em Ponta Negra - Natal - RN;150000;1100;1066;40;1;1;Armários na cozinha, Mobiliado, Piscina, Ar condicionado;Portaria, Piscina, Elevador, Condomínio fechado;59090400;Natal;Ponta Negra;Avenida Estrela do Mar;1
NATAL - Padrão - Lagoa Nova;500000;1600;3560;165;5 ou mais;3;Área de serviço;Salão de festas, Elevador;59054550;Natal;Lagoa Nova;empty;3
Apto no Planalto - 1º andar - ótima localização - R$ 120.000,00;120000;0;0;47;1;1;Piscina, Churrasqueira;Permitido animais, Piscina, Condomínio fechado, Portaria;59073110;Natal;Planalto;Rua Dom Antônio de Almeida Lustosa;2
Apartamento com 2 dormitórios à venda, 55 m² por R$ 295.633,99 - Tirol - Natal/RN;295634;550;0;55;2;1;Piscina, Churrasqueira, Varanda;Piscina;59022020;Natal;Tirol;Avenida Governador Juvenal Lamartine;2
Apartamento para venda possui 53 metros quadrados com 2 quartos em Pitimbu - Natal - RN;99800000;0;552;53;1;1;Churrasqueira;Portaria;59067400;Natal;Pitimbu;Avenida dos Caiapós;2
Apartamento mobiliado Cacau Flat;400000;0;0;38;1;1;Piscina, Ar condicionado, Mobiliado;Elevador, Piscina;59092100;Natal;Ponta Negra;Avenida Praia de Ponta Negra - de 9021/9022 ao fim;1
Edifício Mediterranée- 3 suítes, 139m², 2 vagas, em Capim Macio;620000;1250;0;139;4;2;Armários na cozinha, Churrasqueira, Área de serviço, Armários embutidos, Ar condicionado, Academia, Piscina, Quarto de serviço, Varanda;Salão de festas, Academia, Condomínio fechado, Permitido animais, Piscina, Elevador, Portaria;59082010;Natal;Capim Macio;Rua Pastor Gabino Brelaz;3
Apartamento para venda possui 100 metros quadrados com 3 quartos em Lagoa Nova - Natal - R;680000;850;0;100;3;2;Ar condicionado, Varanda, Churrasqueira, Piscina;Condomínio fechado, Permitido animais, Piscina, Salão de festas, Elevador, Portaria;59056340;Natal;Lagoa Nova;Rua Doutor Júlio Resende;3
Residencial Lorena Martin | Capim Macio, Natal/ RN;285000;0;0;49;2;1;empty;Portaria, Condomínio fechado;59082420;Natal;Capim Macio;Rua Presbítero Porfírio Gomes da Silva;2
Condomínio Monte Sinai;750000;1300;0;245;5 ou mais;3;Piscina, Varanda;Piscina, Condomínio fechado, Permitido animais, Salão de festas, Elevador, Portaria;59012300;Natal;Petrópolis;Avenida Nilo Peçanha;4
Apartamento à venda no Edifício Porto Atlântico.  279 m² em Areia Preta - Natal/RN;2150000;2216;11100;280;4;4;Piscina, Churrasqueira, Varanda, Área de serviço;Elevador, Piscina;59014170;Natal;Areia Preta;Rua Major Afonso Magalhães;4
Apartamento para venda com 56 metros quadrados com 2 quartos em Petrópolis - Natal - RN;220000;0;0;56;2;1;Academia, Ar condicionado, Mobiliado, Área de serviço, Armários embutidos, Churrasqueira, Piscina;Condomínio fechado, Portaria, Permitido animais, Piscina, Academia, Salão de festas;59014020;Natal;Petrópolis;Rua Desembargador Dionísio Filgueira;2
Condomínio Sport Gardens 170 m2;1460000;0;0;170;4;empty;empty;empty;59054550;Natal;Lagoa Nova;Rua dos Tororós;4
Repasso Apartamento (Viver Bem). ***Já foram pagas 100 parcelas** Repasse;95000;empty;empty;empty;1;1;Área de serviço, Armários embutidos, Armários na cozinha, Mobiliado, Churrasqueira, Piscina;Condomínio fechado, Elevador, Segurança 24h, Portaria, Permitido animais, Academia, Piscina, Salão de festas;59067400;Natal;Pitimbu;Avenida dos Caiapós;2
Apartamento;435000;0;0;62;2;1;empty;empty;59092500;Natal;Ponta Negra;Avenida Deputado Antônio Florêncio de Queiroz;2
Repasse no mirantis da lagoa;27000;152;0;60;1;1;Ar condicionado, Churrasqueira, Academia, Piscina;Condomínio fechado, Segurança 24h, Portaria, Permitido animais, Academia, Piscina, Salão de festas;59040245;Natal;Alecrim;Travessa Sátiro Dias;2
Apartamento com 4/4 no Tirol - Ed. Antônio Montenegro;980000;958;4379;150;4;3;Ar condicionado, Academia, Piscina, Churrasqueira, Varanda;Piscina, Condomínio fechado, Permitido animais, Salão de festas, Academia, Portaria;59020120;Natal;Tirol;Rua Jundiaí;4
Apartamento à venda em Ponta Negra (Natal/RN) | Residencial Riviera, mobiliado, 56m;560000;500;0;56;2;1;empty;Portaria, Condomínio fechado;59090160;Natal;Ponta Negra;Rua Halley Mestrinho;2
Apartamento à venda no bairro de Capim Macio, Natal/RN.;1136327;1000;0;156;4;4;Piscina;Elevador, Piscina;59082100;Natal;Capim Macio;Rua Neuza Farache;3
EDIFÍCIO MONZA>;180000;260;950;91;1;1;empty;empty;59054640;Natal;Lagoa Nova;Rua Doutor Horácio;4
Natal - Apartamento Padrão - Lagoa Nova;820000;900;0;129;5 ou mais;2;Piscina, Ar condicionado, Área de serviço, Varanda, Armários na cozinha, Churrasqueira;Piscina, Salão de festas;59075710;Natal;Lagoa Nova;Avenida Lima e Silva;3
Natal - Apartamento Padrão - Neópolis;130000;250;0;65;2;1;empty;empty;59088100;Natal;Neópolis;Avenida Ayrton Senna - de 1828 a 2174 - lado par;2
Apartamento Com 3 Dormitórios à Venda em Lagoa Nova - Natal/RN;320000;852;1980;107;2;1;empty;empty;59064630;Natal;Lagoa Nova;Avenida Prudente de Morais - de 5258 a 5770 - lado par;3
Apartamento para venda tem 55 metros quadrados com 2 quartos em Capim Macio - Natal - RN;230000;0;600;55;1;empty;Churrasqueira, Academia;Academia, Permitido animais, Condomínio fechado, Portaria;59082080;Natal;Capim Macio;Rua Missionário Gunnar Vingren;2
Natal - Apartamento Padrão - Ponta Negra;750000;700;0;116;4;2;Ar condicionado, Varanda, Mobiliado, Piscina, Área de serviço, Armários na cozinha, Churrasqueira;Piscina, Salão de festas;59092540;Natal;Ponta Negra;Rua Tenente Olavo Francisco dos Santos;3
Apartamento com 1 dormitório à venda, 40 m², com ótima localização, próximo do Midwail - L;302640;0;0;40;1;1;Piscina;Piscina;59056270;Natal;Lagoa Nova;Rua Amaro Mesquita;1
Apartamento para venda tem 136 metros quadrados;1190000;0;0;136;4;3;empty;empty;59032550;Natal;Alecrim;Rua dos Tororós;3
Apartamento para venda possui 165 metros quadrados com 4 quartos em Capim Macio - Natal -;1050000;1000;4500;165;4;4;Ar condicionado, Academia, Varanda, Churrasqueira, Piscina;Condomínio fechado, Elevador, Piscina, Permitido animais, Portaria, Academia, Salão de festas;59082410;Natal;Capim Macio;Rua Industrial João Motta;4
NATAL - Apartamento Padrão - Tirol;940000;0;0;137;4;3;Academia;Academia, Salão de festas;59020200;Natal;Tirol;Avenida Rodrigues Alves - de 601/602 a 983/984;3
Apartamento para venda tem 110 metros quadrados com 3 quartos em Capim Macio - Natal - RN;400000;0;0;110;3;2;Churrasqueira, Academia, Ar condicionado, Piscina;Portaria, Piscina, Academia, Elevador, Salão de festas, Condomínio fechado;59082080;Natal;Capim Macio;Rua Missionário Gunnar Vingren;3
Apartamento para venda possui 57 metros quadrados com 2 quartos em Barro Vermelho - Natal;269000;560;2100;57;2;1;Churrasqueira, Área de serviço, Piscina, Varanda;Permitido animais, Piscina, Elevador, Condomínio fechado, Salão de festas;59022530;Natal;Barro Vermelho;Rua Doutor Múcio Galvão;2
Maravilhoso flat com vista mar em dos bairros mais tradicionais e valorizados de Natal!;269900;0;0;50;1;1;Piscina, Academia, Ar condicionado, Mobiliado, Churrasqueira;Portaria, Salão de festas, Elevador, Piscina, Condomínio fechado, Academia;59014020;Natal;Petrópolis;Rua Desembargador Dionísio Filgueira;1
Apartamento com 3/4 em excelente condomínio-clube com vista mar de Ponta Negra.;449000;600;2000;94;3;2;Piscina, Churrasqueira, Academia, Varanda, Ar condicionado;Salão de festas, Academia, Elevador, Permitido animais, Portaria, Condomínio fechado, Piscina;59090415;Natal;Ponta Negra;Rua Professora Francisca Ivone Cavalcanti;3
Para pessoas exigentes! Magnífica cobertura Top, sem igual, à poucos passos da praia de Po;950000;890;2000;220;2;1;Ar condicionado, Piscina, Mobiliado, Varanda;Condomínio fechado, Permitido animais, Piscina, Elevador;59090140;Natal;Ponta Negra;Rua Elia Barros;3
OÁSIS CAPIM MACIO com 240m² , 04 suítes por R$ 990.000,00;990000;1390;2800;240;5 ou mais;3;Quarto de serviço, Armários embutidos, Área de serviço, Varanda, Piscina, Churrasqueira;Piscina, Elevador, Permitido animais, Condomínio fechado, Portaria, Salão de festas;59082160;Natal;Capim Macio;Rua Abraham Tahim;5 ou mais
Apartamento no Porto do Alto para venda por R$210.000,00;210000;320;0;56;2;1;Piscina, Área de serviço, Varanda, Academia;Permitido animais, Elevador, Piscina, Condomínio fechado, Academia, Portaria, Salão de festas;59086640;Natal;Neópolis;Avenida Porto de Pedras - até 4505/4506;2
Apartamento 02 dormitorios Neopolis Natal RN;127000;0;0;52;1;1;Área de serviço;Salão de festas, Condomínio fechado;59088725;Natal;Neópolis;Rua Minas Novas;2
Apartamento 3 Quartos para Venda em Natal, PONTA NEGRA, 3 dormitórios, 1 suíte, 2 banheiro;640000;650;0;79;2;2;Piscina, Mobiliado, Churrasqueira;Piscina;59092500;Natal;Ponta Negra;Avenida Deputado Antônio Florêncio de Queiroz;3
Apartamento para Venda em Natal, Petrópolis, 3 dormitórios, 1 suíte, 3 banheiros, 2 vagas;555000;450;0;98;3;2;Churrasqueira, Piscina;Piscina;59014150;Natal;Petrópolis;Rua Trairi - de 761/762 a 805/806;3
4/4 Alto Padrão no Residencial Terrazzo Candelária;789999;0;0;142;4;3;Ar condicionado, Churrasqueira, Piscina, Armários embutidos, Armários na cozinha, Área de serviço;Condomínio fechado, Salão de festas, Piscina, Portaria, Permitido animais, Elevador;59064330;Natal;Candelária;Rua Anísio de Souza;4
Vendo Apartamento Tirol 4 suítes;580000;0;0;198;2;3;Piscina, Área de serviço;Salão de festas, Segurança 24h, Piscina, Elevador;59022250;Natal;Tirol;Rua Dom José Tomaz;4
Vendo otimo apartamento 1 quarto Candelaria proximo Natal Shopping;165000;0;0;48;1;1;Área de serviço;Elevador;59064580;Natal;Candelária;Rua Miguel Rocha;1
Vendo apartamento 4 quartos Capim Macio Saint Charbel;660000;560;0;108;4;2;Área de serviço, Piscina, Academia;Piscina, Salão de festas, Elevador, Academia;59082080;Natal;Capim Macio;Rua Missionário Gunnar Vingren;4
Apto 3/4 em<br>Capim Natal Duo Capim<br>Macio ( Novo lançamento em Natal);835000;680;0;137;4;3;Academia, Churrasqueira, Varanda, Piscina;Piscina, Academia, Condomínio fechado, Elevador, Permitido animais, Salão de festas;59082015;Natal;Capim Macio;Rua Jornalista Alexis Gurgel;3
Bossa Nova Capim Macio  Móveis projetados - 3 quartos - 85m² - 2 vagas;650000;600;0;85;3;2;Churrasqueira, Mobiliado, Varanda, Ar condicionado, Academia, Piscina;Academia, Portaria, Condomínio fechado, Salão de festas, Elevador, Permitido animais, Piscina;59082060;Natal;Capim Macio;Rua Américo Soares Wanderley;3
Natal - Apartamento Padrão - Tirol;680000;1150;2989;184;5 ou mais;3;Área de serviço, Piscina;Piscina;59022010;Natal;Tirol;Rua José Barreira Lima Verde;4
condominio liberdade capim macio 2/4 suite;270000;1;1;92;2;1;Piscina, Churrasqueira;Salão de festas, Condomínio fechado, Permitido animais, Portaria, Piscina;59082410;Natal;Capim Macio;Rua Industrial João Motta;2
Apartamento com 4 dormitórios à venda, 489 m² por R$ 3.200.000 - Petrópolis - Natal/RN;3200000;3350;0;489;5 ou mais;4;Área de serviço, Piscina, Churrasqueira;Piscina, Elevador;59012360;Natal;Petrópolis;Avenida Presidente Getúlio Vargas;4
NATAL - Apartamento Padrão - Areia Preta;2150000;2216;11100;280;5 ou mais;4;Varanda, Área de serviço, Churrasqueira, Academia, Piscina;Academia, Elevador, Piscina, Salão de festas;59063350;Natal;Lagoa Nova;Avenida Amintas Barros - de 2596 a 3192 - lado par;4
Apto 3 suites no Tirol;790000;1800;4500;200;4;3;Mobiliado, Ar condicionado, Armários embutidos, Quarto de serviço, Churrasqueira, Piscina, Área de serviço, Armários na cozinha;Portaria, Condomínio fechado, Piscina, Elevador, Salão de festas, Permitido animais;59022250;Natal;Tirol;Rua Dom José Tomaz;4
Flat em Petrópolis no INTERATLANTICO;210000;677;0;45;1;1;Piscina, Academia, Ar condicionado, Mobiliado, Armários na cozinha, Armários embutidos;Piscina, Salão de festas, Elevador, Condomínio fechado, Portaria, Academia;59012360;Natal;Petrópolis;Avenida Presidente Getúlio Vargas;1
Apartamento para Venda em Natal, Lagoa Nova, 5 dormitórios, 5 suítes, 7 banheiros, 4 vagas;1499500;2500;8886;369;5 ou mais;4;Churrasqueira, Mobiliado, Piscina;Piscina;59064430;Natal;Lagoa Nova;Rua Deputado Clóvis Motta;5 ou mais
Apartamento em condomínio para venda no Duo Capim Macio, em Natal/RN.;888896;0;0;136;5 ou mais;2;Churrasqueira, Piscina;Piscina, Elevador;59082015;Natal;Capim Macio;Rua Jornalista Alexis Gurgel;3
Apartamento para venda com 49 metros quadrados com 2 quartos no Planalto - Natal - RN;100000;365;227;49;1;1;Ar condicionado, Piscina, Churrasqueira;Portaria, Permitido animais, Condomínio fechado, Piscina;59073270;Natal;Planalto;Rua Agrestina;2
PORTO ARENA;600000;0;0;98;1;1;Academia, Churrasqueira, Varanda, Área de serviço, Piscina;Academia, Salão de festas, Piscina, Condomínio fechado;59064740;Natal;Candelária;Alameda das Mansões;3
Apartamento à venda, 4 quartos, 3 suítes, 3 vagas, Tirol - Natal/RN;800000;1500;4073;200;5 ou mais;3;Varanda, Piscina, Área de serviço, Ar condicionado;Segurança 24h, Elevador, Piscina, Salão de festas;59015120;Natal;Tirol;Rua General Oliveira Galvão;3
Apartamento com 3 suítes em capim macio;1300000;1090;4500;156;4;3;Varanda, Academia, Piscina, Churrasqueira;Piscina, Salão de festas, Elevador, Condomínio fechado, Permitido animais, Portaria, Academia;59082000;Natal;Capim Macio;Rua Ismael Pereira da Silva;3
Apartamento para venda possui 155 metros quadrados com 3 quartos em Capim Macio - Natal -;1300000;1090;4500;155;5 ou mais;3;Ar condicionado, Varanda, Churrasqueira, Academia, Piscina;Permitido animais, Condomínio fechado, Portaria, Academia, Piscina, Elevador, Salão de festas;59082000;Natal;Capim Macio;Rua Ismael Pereira da Silva;3
